MatchID,Season,MatchWeek,Date,Time,HomeTeam,AwayTeam,FullTimeHomeTeamGoals,FullTimeAwayTeamGoals,WIN,HalfTimeHomeTeamGoals,HalfTimeAwayTeamGoals,HalfTimeResult,Referee,HomeTeamShots,AwayTeamShots,HomeTeamShotsOnTarget,AwayTeamShotsOnTarget,HomeTeamCorners,AwayTeamCorners,HomeTeamFouls,AwayTeamFouls,HomeTeamYellowCards,AwayTeamYellowCards,HomeTeamRedCards,AwayTeamRedCards,H_BET,X_BET,A_BET,B365Over2.5Goals,B365Under2.5Goals,MarketMaxHomeTeam,MarketMaxDraw,MarketMaxAwayTeam,MarketAvgHomeTeam,MarketAvgDraw,MarketAvgAwayTeam,MarketMaxOver2.5Goals,MarketMaxUnder2.5Goals,MarketAvgOver2.5Goals,MarketAvgUnder2.5Goals,HomeTeamPoints,AwayTeamPoints
2015-2016_Bournemouth_Aston Villa,2015-2016,1,8/8/2015,,Bournemouth,Aston Villa,0,1,A,0,0,D,M Clattenburg,11,7,2,3,6,3,13,13,3,4,0,0,2.0,3.6,4.0,,,,,,,,,,,,,0,3
2015-2016_Chelsea_Swansea,2015-2016,1,8/8/2015,,Chelsea,Swansea,2,2,D,2,1,H,M Oliver,11,18,3,10,4,8,15,16,1,3,1,0,1.36,5.0,11.0,,,,,,,,,,,,,1,1
2015-2016_Everton_Watford,2015-2016,1,8/8/2015,,Everton,Watford,2,2,D,0,1,A,M Jones,10,11,5,5,8,2,7,13,1,2,0,0,1.7,3.9,5.5,,,,,,,,,,,,,1,1
2015-2016_Leicester_Sunderland,2015-2016,1,8/8/2015,,Leicester,Sunderland,4,2,H,3,0,H,L Mason,19,10,8,5,6,3,13,17,2,4,0,0,1.95,3.5,4.33,,,,,,,,,,,,,3,0
2015-2016_Man United_Tottenham,2015-2016,1,8/8/2015,,Man United,Tottenham,1,0,H,1,0,H,J Moss,9,9,1,4,1,2,12,12,2,3,0,0,1.65,4.0,6.0,,,,,,,,,,,,,3,0
2015-2016_Norwich_Crystal Palace,2015-2016,1,8/8/2015,,Norwich,Crystal Palace,1,3,A,0,1,A,S Hooper,17,11,6,7,1,4,14,20,1,0,0,0,2.55,3.3,3.0,,,,,,,,,,,,,0,3
2015-2016_Arsenal_West Ham,2015-2016,1,8/9/2015,,Arsenal,West Ham,0,2,A,0,1,A,M Atkinson,22,8,6,4,5,4,12,9,1,3,0,0,1.29,6.0,12.0,,,,,,,,,,,,,0,3
2015-2016_Newcastle_Southampton,2015-2016,1,8/9/2015,,Newcastle,Southampton,2,2,D,1,1,D,C Pawson,9,15,4,5,6,6,9,12,2,4,0,0,2.88,3.3,2.7,,,,,,,,,,,,,1,1
2015-2016_Stoke_Liverpool,2015-2016,1,8/9/2015,,Stoke,Liverpool,0,1,A,0,0,D,A Taylor,7,8,1,3,3,5,9,16,2,4,0,0,3.4,3.4,2.3,,,,,,,,,,,,,0,3
2015-2016_West Brom_Man City,2015-2016,1,8/10/2015,,West Brom,Man City,0,3,A,0,2,A,M Dean,9,19,2,7,6,6,12,9,4,1,0,0,5.75,4.0,1.67,,,,,,,,,,,,,0,3
2015-2016_Aston Villa_Man United,2015-2016,2,8/14/2015,,Aston Villa,Man United,0,1,A,0,1,A,M Dean,5,9,1,2,3,5,14,10,2,2,0,0,5.5,3.8,1.73,,,,,,,,,,,,,0,3
2015-2016_Southampton_Everton,2015-2016,2,8/15/2015,,Southampton,Everton,0,3,A,0,2,A,M Oliver,17,10,4,4,9,9,11,10,4,2,0,0,1.95,3.6,4.33,,,,,,,,,,,,,0,3
2015-2016_Sunderland_Norwich,2015-2016,2,8/15/2015,,Sunderland,Norwich,1,3,A,0,2,A,K Friend,6,19,2,6,6,6,7,7,1,2,0,0,2.5,3.3,3.1,,,,,,,,,,,,,0,3
2015-2016_Swansea_Newcastle,2015-2016,2,8/15/2015,,Swansea,Newcastle,2,0,H,1,0,H,M Jones,19,4,6,2,4,4,11,8,2,1,0,1,1.95,3.6,4.33,,,,,,,,,,,,,3,0
2015-2016_Tottenham_Stoke,2015-2016,2,8/15/2015,,Tottenham,Stoke,2,2,D,2,0,H,R Madley,13,16,7,7,4,3,15,11,2,2,0,0,1.8,3.75,5.0,,,,,,,,,,,,,1,1
2015-2016_Watford_West Brom,2015-2016,2,8/15/2015,,Watford,West Brom,0,0,D,0,0,D,P Tierney,16,6,5,0,2,4,13,10,1,2,0,0,2.3,3.4,3.4,,,,,,,,,,,,,1,1
2015-2016_West Ham_Leicester,2015-2016,2,8/15/2015,,West Ham,Leicester,1,2,A,0,2,A,A Taylor,10,11,3,6,8,4,11,12,1,3,1,0,2.25,3.5,3.4,,,,,,,,,,,,,0,3
2015-2016_Crystal Palace_Arsenal,2015-2016,2,8/16/2015,,Crystal Palace,Arsenal,1,2,A,1,1,D,L Mason,11,20,4,7,6,6,14,12,1,1,0,0,5.25,3.9,1.73,,,,,,,,,,,,,0,3
2015-2016_Man City_Chelsea,2015-2016,2,8/16/2015,,Man City,Chelsea,3,0,H,1,0,H,M Atkinson,18,10,8,3,5,1,19,13,4,2,0,0,2.1,3.5,3.75,,,,,,,,,,,,,3,0
2015-2016_Liverpool_Bournemouth,2015-2016,2,8/17/2015,,Liverpool,Bournemouth,1,0,H,1,0,H,C Pawson,18,13,2,2,6,8,11,18,1,4,0,0,1.45,4.75,8.0,,,,,,,,,,,,,3,0
2015-2016_Crystal Palace_Aston Villa,2015-2016,3,8/22/2015,,Crystal Palace,Aston Villa,2,1,H,0,0,D,K Stroud,16,11,6,2,6,4,12,15,3,3,0,0,1.85,3.6,4.75,,,,,,,,,,,,,3,0
2015-2016_Leicester_Tottenham,2015-2016,3,8/22/2015,,Leicester,Tottenham,1,1,D,0,0,D,M Atkinson,13,19,2,6,2,7,7,14,1,4,0,0,2.63,3.6,2.75,,,,,,,,,,,,,1,1
2015-2016_Man United_Newcastle,2015-2016,3,8/22/2015,,Man United,Newcastle,0,0,D,0,0,D,C Pawson,20,7,8,0,11,5,15,11,2,2,0,0,1.36,5.25,10.0,,,,,,,,,,,,,1,1
2015-2016_Norwich_Stoke,2015-2016,3,8/22/2015,,Norwich,Stoke,1,1,D,1,1,D,M Dean,21,6,7,1,9,0,16,5,4,1,0,0,2.3,3.3,3.5,,,,,,,,,,,,,1,1
2015-2016_Sunderland_Swansea,2015-2016,3,8/22/2015,,Sunderland,Swansea,1,1,D,0,1,A,N Swarbrick,10,20,2,9,3,4,16,9,4,2,0,0,4.0,3.4,2.1,,,,,,,,,,,,,1,1
2015-2016_West Ham_Bournemouth,2015-2016,3,8/22/2015,,West Ham,Bournemouth,3,4,A,0,2,A,J Moss,10,15,4,7,5,4,8,11,0,0,1,0,2.38,3.4,3.2,,,,,,,,,,,,,0,3
2015-2016_Everton_Man City,2015-2016,3,8/23/2015,,Everton,Man City,0,2,A,0,0,D,A Taylor,10,16,1,9,8,7,5,7,0,3,0,0,5.0,4.0,1.73,,,,,,,,,,,,,0,3
2015-2016_Watford_Southampton,2015-2016,3,8/23/2015,,Watford,Southampton,0,0,D,0,0,D,A Marriner,13,14,0,5,5,2,10,11,0,2,0,0,2.8,3.3,2.75,,,,,,,,,,,,,1,1
2015-2016_West Brom_Chelsea,2015-2016,3,8/23/2015,,West Brom,Chelsea,2,3,A,1,3,A,M Clattenburg,15,15,6,5,8,7,9,12,2,1,0,1,6.5,4.0,1.62,,,,,,,,,,,,,0,3
2015-2016_Arsenal_Liverpool,2015-2016,3,8/24/2015,,Arsenal,Liverpool,0,0,D,0,0,D,M Oliver,19,15,5,8,7,8,2,13,1,4,0,0,1.75,4.0,5.0,,,,,,,,,,,,,1,1
2015-2016_Aston Villa_Sunderland,2015-2016,4,8/29/2015,,Aston Villa,Sunderland,2,2,D,2,1,H,R Madley,21,7,6,3,5,4,10,14,2,1,0,0,1.91,3.5,4.75,,,,,,,,,,,,,1,1
2015-2016_Bournemouth_Leicester,2015-2016,4,8/29/2015,,Bournemouth,Leicester,1,1,D,1,0,H,N Swarbrick,5,4,2,2,4,4,9,19,2,4,0,0,2.2,3.6,3.4,,,,,,,,,,,,,1,1
2015-2016_Chelsea_Crystal Palace,2015-2016,4,8/29/2015,,Chelsea,Crystal Palace,1,2,A,0,0,D,C Pawson,26,13,9,6,7,7,9,15,1,1,0,0,1.36,5.0,11.0,,,,,,,,,,,,,0,3
2015-2016_Liverpool_West Ham,2015-2016,4,8/29/2015,,Liverpool,West Ham,0,3,A,0,2,A,K Friend,13,12,1,5,5,7,17,11,3,1,1,1,1.36,5.5,9.0,,,,,,,,,,,,,0,3
2015-2016_Man City_Watford,2015-2016,4,8/29/2015,,Man City,Watford,2,0,H,0,0,D,M Clattenburg,18,7,5,0,9,3,9,12,1,2,0,0,1.2,8.0,15.0,,,,,,,,,,,,,3,0
2015-2016_Newcastle_Arsenal,2015-2016,4,8/29/2015,,Newcastle,Arsenal,0,1,A,0,0,D,A Marriner,1,22,0,9,0,9,15,8,6,1,1,0,6.0,4.2,1.62,,,,,,,,,,,,,0,3
2015-2016_Stoke_West Brom,2015-2016,4,8/29/2015,,Stoke,West Brom,0,1,A,0,1,A,M Oliver,13,15,5,5,6,5,4,9,1,4,2,0,1.95,3.4,4.5,,,,,,,,,,,,,0,3
2015-2016_Tottenham_Everton,2015-2016,4,8/29/2015,,Tottenham,Everton,0,0,D,0,0,D,M Jones,20,8,6,3,6,2,20,9,4,1,0,0,2.0,3.5,4.2,,,,,,,,,,,,,1,1
2015-2016_Southampton_Norwich,2015-2016,4,8/30/2015,,Southampton,Norwich,3,0,H,1,0,H,J Moss,23,6,8,1,6,4,4,12,0,0,0,1,02.05,3.5,4.0,,,,,,,,,,,,,3,0
2015-2016_Swansea_Man United,2015-2016,4,8/30/2015,,Swansea,Man United,2,1,H,0,0,D,M Atkinson,9,11,4,4,0,1,6,15,2,2,0,0,3.6,3.3,2.25,,,,,,,,,,,,,3,0
2015-2016_Arsenal_Stoke,2015-2016,5,9/12/2015,,Arsenal,Stoke,2,0,H,1,0,H,J Moss,29,9,12,4,13,1,6,13,1,1,0,0,1.29,6.0,12.0,,,,,,,,,,,,,3,0
2015-2016_Crystal Palace_Man City,2015-2016,5,9/12/2015,,Crystal Palace,Man City,0,1,A,0,0,D,M Jones,10,21,2,7,4,4,13,13,2,3,0,0,5.5,4.2,1.67,,,,,,,,,,,,,0,3
2015-2016_Everton_Chelsea,2015-2016,5,9/12/2015,,Everton,Chelsea,3,1,H,2,1,H,A Marriner,14,15,9,2,7,14,12,12,2,2,0,0,4.0,3.6,2.0,,,,,,,,,,,,,3,0
2015-2016_Man United_Liverpool,2015-2016,5,9/12/2015,,Man United,Liverpool,3,1,H,0,0,D,M Oliver,9,8,3,4,4,4,6,11,1,2,0,0,2.0,3.4,4.33,,,,,,,,,,,,,3,0
2015-2016_Norwich_Bournemouth,2015-2016,5,9/12/2015,,Norwich,Bournemouth,3,1,H,1,0,H,M Atkinson,12,7,4,2,4,4,10,11,2,3,0,0,2.4,3.4,3.2,,,,,,,,,,,,,3,0
2015-2016_Watford_Swansea,2015-2016,5,9/12/2015,,Watford,Swansea,1,0,H,0,0,D,R Madley,17,8,6,3,1,3,11,14,1,1,1,0,2.75,3.4,2.75,,,,,,,,,,,,,3,0
2015-2016_West Brom_Southampton,2015-2016,5,9/12/2015,,West Brom,Southampton,0,0,D,0,0,D,S Attwell,8,14,1,4,4,5,5,5,1,0,0,0,3.2,3.2,2.5,,,,,,,,,,,,,1,1
2015-2016_Leicester_Aston Villa,2015-2016,5,9/13/2015,,Leicester,Aston Villa,3,2,H,0,1,A,M Dean,21,11,6,4,4,5,8,13,2,1,0,0,1.91,3.75,4.33,,,,,,,,,,,,,3,0
2015-2016_Sunderland_Tottenham,2015-2016,5,9/13/2015,,Sunderland,Tottenham,0,1,A,0,0,D,C Pawson,12,15,2,4,6,8,11,12,2,1,0,0,4.33,3.6,1.95,,,,,,,,,,,,,0,3
2015-2016_West Ham_Newcastle,2015-2016,5,9/14/2015,,West Ham,Newcastle,2,0,H,1,0,H,A Taylor,17,14,3,4,6,7,8,11,0,2,0,0,2.25,3.5,3.4,,,,,,,,,,,,,3,0
2015-2016_Aston Villa_West Brom,2015-2016,6,9/19/2015,,Aston Villa,West Brom,0,1,A,0,1,A,M Atkinson,13,11,3,6,2,7,10,11,2,3,0,0,2.3,3.25,3.5,,,,,,,,,,,,,0,3
2015-2016_Bournemouth_Sunderland,2015-2016,6,9/19/2015,,Bournemouth,Sunderland,2,0,H,2,0,H,K Friend,15,9,5,2,7,3,14,15,2,4,0,1,1.7,4.0,5.5,,,,,,,,,,,,,3,0
2015-2016_Chelsea_Arsenal,2015-2016,6,9/19/2015,,Chelsea,Arsenal,2,0,H,0,0,D,M Dean,22,9,7,2,5,5,12,11,3,1,0,2,2.45,3.5,3.0,,,,,,,,,,,,,3,0
2015-2016_Man City_West Ham,2015-2016,6,9/19/2015,,Man City,West Ham,1,2,A,1,2,A,R Madley,27,6,8,3,16,3,10,7,1,2,0,0,1.29,6.5,11.0,,,,,,,,,,,,,0,3
2015-2016_Newcastle_Watford,2015-2016,6,9/19/2015,,Newcastle,Watford,1,2,A,0,2,A,R East,15,13,5,4,5,5,8,12,1,2,0,0,2.5,3.3,3.1,,,,,,,,,,,,,0,3
2015-2016_Stoke_Leicester,2015-2016,6,9/19/2015,,Stoke,Leicester,2,2,D,2,0,H,A Marriner,11,12,4,5,3,4,7,12,1,4,0,0,2.5,3.4,3.0,,,,,,,,,,,,,1,1
2015-2016_Swansea_Everton,2015-2016,6,9/19/2015,,Swansea,Everton,0,0,D,0,0,D,S Attwell,12,17,3,2,2,4,12,11,2,2,0,1,2.3,3.4,3.4,,,,,,,,,,,,,1,1
2015-2016_Liverpool_Norwich,2015-2016,6,9/20/2015,,Liverpool,Norwich,1,1,D,0,0,D,A Taylor,23,7,7,2,6,2,4,13,1,2,0,0,1.67,4.0,5.75,,,,,,,,,,,,,1,1
2015-2016_Southampton_Man United,2015-2016,6,9/20/2015,,Southampton,Man United,2,3,A,1,1,D,M Clattenburg,15,10,8,3,5,5,6,13,2,0,0,0,3.1,3.3,2.5,,,,,,,,,,,,,0,3
2015-2016_Tottenham_Crystal Palace,2015-2016,6,9/20/2015,,Tottenham,Crystal Palace,1,0,H,0,0,D,M Oliver,22,12,6,4,6,5,9,11,1,2,0,0,2.0,3.6,4.0,,,,,,,,,,,,,3,0
2015-2016_Leicester_Arsenal,2015-2016,7,9/26/2015,,Leicester,Arsenal,2,5,A,1,2,A,C Pawson,16,26,7,12,6,5,9,12,1,1,0,0,4.5,4.0,1.8,,,,,,,,,,,,,0,3
2015-2016_Liverpool_Aston Villa,2015-2016,7,9/26/2015,,Liverpool,Aston Villa,3,2,H,1,0,H,J Moss,21,10,12,4,11,1,8,13,0,0,0,0,1.53,4.33,7.0,,,,,,,,,,,,,3,0
2015-2016_Man United_Sunderland,2015-2016,7,9/26/2015,,Man United,Sunderland,3,0,H,1,0,H,M Jones,12,9,7,4,5,2,12,17,0,3,0,0,1.2,7.5,16.0,,,,,,,,,,,,,3,0
2015-2016_Newcastle_Chelsea,2015-2016,7,9/26/2015,,Newcastle,Chelsea,2,2,D,1,0,H,M Atkinson,11,16,5,4,4,6,12,15,1,2,0,0,6.0,4.2,1.62,,,,,,,,,,,,,1,1
2015-2016_Southampton_Swansea,2015-2016,7,9/26/2015,,Southampton,Swansea,3,1,H,1,0,H,R East,18,11,7,4,4,3,18,14,3,1,0,0,02.05,3.4,4.2,,,,,,,,,,,,,3,0
2015-2016_Stoke_Bournemouth,2015-2016,7,9/26/2015,,Stoke,Bournemouth,2,1,H,1,0,H,L Mason,8,11,5,6,3,7,13,11,1,0,0,0,2.55,3.3,3.0,,,,,,,,,,,,,3,0
2015-2016_Tottenham_Man City,2015-2016,7,9/26/2015,,Tottenham,Man City,4,1,H,1,1,D,M Clattenburg,15,22,8,8,5,9,17,6,5,1,0,0,4.2,3.8,1.91,,,,,,,,,,,,,3,0
2015-2016_West Ham_Norwich,2015-2016,7,9/26/2015,,West Ham,Norwich,2,2,D,1,1,D,M Dean,19,16,7,7,7,5,7,17,0,0,0,0,2.25,3.5,3.4,,,,,,,,,,,,,1,1
2015-2016_Watford_Crystal Palace,2015-2016,7,9/27/2015,,Watford,Crystal Palace,0,1,A,0,0,D,A Taylor,15,16,2,3,6,4,17,22,4,4,0,0,2.5,3.3,3.1,,,,,,,,,,,,,0,3
2015-2016_West Brom_Everton,2015-2016,7,9/28/2015,,West Brom,Everton,2,3,A,1,0,H,R Madley,9,12,4,4,6,4,9,8,0,3,0,0,3.1,3.3,2.5,,,,,,,,,,,,,0,3
2015-2016_Aston Villa_Stoke,2015-2016,8,10/3/2015,,Aston Villa,Stoke,0,1,A,0,0,D,M Jones,13,12,2,5,9,5,12,12,1,0,0,0,2.5,3.3,3.1,,,,,,,,,,,,,0,3
2015-2016_Bournemouth_Watford,2015-2016,8,10/3/2015,,Bournemouth,Watford,1,1,D,1,1,D,M Oliver,12,11,6,2,5,3,8,13,1,1,0,0,2.1,3.5,3.8,,,,,,,,,,,,,1,1
2015-2016_Chelsea_Southampton,2015-2016,8,10/3/2015,,Chelsea,Southampton,1,3,A,1,1,D,R Madley,10,13,3,5,4,6,14,14,2,5,0,0,1.83,3.7,4.8,,,,,,,,,,,,,0,3
2015-2016_Crystal Palace_West Brom,2015-2016,8,10/3/2015,,Crystal Palace,West Brom,2,0,H,0,0,D,J Moss,21,7,8,2,8,3,14,13,3,3,0,0,1.83,3.6,5.0,,,,,,,,,,,,,3,0
2015-2016_Man City_Newcastle,2015-2016,8,10/3/2015,,Man City,Newcastle,6,1,H,1,1,D,K Friend,23,6,11,4,6,3,13,8,3,1,0,0,1.25,7.0,13.0,,,,,,,,,,,,,3,0
2015-2016_Norwich_Leicester,2015-2016,8,10/3/2015,,Norwich,Leicester,1,2,A,0,1,A,M Clattenburg,17,16,2,5,16,8,4,4,0,1,0,0,2.3,3.5,3.3,,,,,,,,,,,,,0,3
2015-2016_Sunderland_West Ham,2015-2016,8,10/3/2015,,Sunderland,West Ham,2,2,D,2,1,H,N Swarbrick,12,20,3,6,1,8,14,11,2,4,1,0,3.2,3.4,2.4,,,,,,,,,,,,,1,1
2015-2016_Arsenal_Man United,2015-2016,8,10/4/2015,,Arsenal,Man United,3,0,H,3,0,H,A Taylor,12,9,5,5,3,6,8,17,1,3,0,0,2.0,3.8,3.8,,,,,,,,,,,,,3,0
2015-2016_Everton_Liverpool,2015-2016,8,10/4/2015,,Everton,Liverpool,1,1,D,1,1,D,M Atkinson,14,13,4,4,5,11,10,19,3,3,0,0,2.7,3.4,2.8,,,,,,,,,,,,,1,1
2015-2016_Swansea_Tottenham,2015-2016,8,10/4/2015,,Swansea,Tottenham,2,2,D,2,1,H,M Dean,11,19,2,11,5,6,8,19,1,4,0,0,2.75,3.25,2.8,,,,,,,,,,,,,1,1
2015-2016_Chelsea_Aston Villa,2015-2016,9,10/17/2015,,Chelsea,Aston Villa,2,0,H,1,0,H,R East,9,8,3,1,4,4,22,17,1,3,0,0,1.33,5.75,10.0,,,,,,,,,,,,,3,0
2015-2016_Crystal Palace_West Ham,2015-2016,9,10/17/2015,,Crystal Palace,West Ham,1,3,A,1,1,D,M Clattenburg,6,24,1,4,1,9,9,11,1,3,1,0,2.0,3.6,4.0,,,,,,,,,,,,,0,3
2015-2016_Everton_Man United,2015-2016,9,10/17/2015,,Everton,Man United,0,3,A,0,2,A,J Moss,12,10,3,7,5,3,12,14,2,2,0,0,3.25,3.4,2.38,,,,,,,,,,,,,0,3
2015-2016_Man City_Bournemouth,2015-2016,9,10/17/2015,,Man City,Bournemouth,5,1,H,4,1,H,M Dean,15,5,11,1,1,7,11,5,2,1,0,0,1.33,5.75,10.0,,,,,,,,,,,,,3,0
2015-2016_Southampton_Leicester,2015-2016,9,10/17/2015,,Southampton,Leicester,2,2,D,2,0,H,P Tierney,14,26,6,7,6,7,16,10,2,0,0,0,1.75,4.0,5.0,,,,,,,,,,,,,1,1
2015-2016_Tottenham_Liverpool,2015-2016,9,10/17/2015,,Tottenham,Liverpool,0,0,D,0,0,D,C Pawson,13,12,4,3,8,6,15,11,1,2,0,0,2.5,3.5,3.0,,,,,,,,,,,,,1,1
2015-2016_Watford_Arsenal,2015-2016,9,10/17/2015,,Watford,Arsenal,0,3,A,0,0,D,M Jones,8,17,1,6,3,9,11,12,2,1,0,0,6.0,4.2,1.62,,,,,,,,,,,,,0,3
2015-2016_West Brom_Sunderland,2015-2016,9,10/17/2015,,West Brom,Sunderland,1,0,H,0,0,D,M Atkinson,8,9,1,2,1,5,12,13,2,2,0,0,02.05,3.4,4.2,,,,,,,,,,,,,3,0
2015-2016_Newcastle_Norwich,2015-2016,9,10/18/2015,,Newcastle,Norwich,6,2,H,3,2,H,A Taylor,11,18,6,6,3,7,10,10,1,1,0,0,2.6,3.4,2.88,,,,,,,,,,,,,3,0
2015-2016_Swansea_Stoke,2015-2016,9,10/19/2015,,Swansea,Stoke,0,1,A,0,1,A,R Madley,14,9,2,2,1,2,6,14,2,2,0,0,02.05,3.4,4.2,,,,,,,,,,,,,0,3
2015-2016_Arsenal_Everton,2015-2016,10,10/24/2015,,Arsenal,Everton,2,1,H,2,1,H,L Mason,20,10,5,5,7,5,11,14,2,0,0,1,1.44,4.75,8.0,,,,,,,,,,,,,3,0
2015-2016_Aston Villa_Swansea,2015-2016,10,10/24/2015,,Aston Villa,Swansea,1,2,A,0,0,D,N Swarbrick,9,11,3,4,4,6,10,8,2,3,0,0,3.0,3.3,2.6,,,,,,,,,,,,,0,3
2015-2016_Leicester_Crystal Palace,2015-2016,10,10/24/2015,,Leicester,Crystal Palace,1,0,H,0,0,D,M Dean,12,9,3,4,3,2,7,11,3,1,0,0,2.2,3.6,3.4,,,,,,,,,,,,,3,0
2015-2016_Norwich_West Brom,2015-2016,10,10/24/2015,,Norwich,West Brom,0,1,A,0,0,D,K Friend,16,7,3,4,13,3,11,6,1,2,0,0,2.0,3.5,4.2,,,,,,,,,,,,,0,3
2015-2016_Stoke_Watford,2015-2016,10,10/24/2015,,Stoke,Watford,0,2,A,0,1,A,M Atkinson,12,13,1,3,11,5,10,18,3,1,0,0,2.1,3.3,4.0,,,,,,,,,,,,,0,3
2015-2016_West Ham_Chelsea,2015-2016,10,10/24/2015,,West Ham,Chelsea,2,1,H,1,0,H,J Moss,12,8,5,4,7,4,10,12,1,5,0,1,4.0,3.8,1.95,,,,,,,,,,,,,3,0
2015-2016_Bournemouth_Tottenham,2015-2016,10,10/25/2015,,Bournemouth,Tottenham,1,5,A,1,3,A,R East,11,14,3,9,4,5,8,15,0,1,0,0,3.4,3.5,2.25,,,,,,,,,,,,,0,3
2015-2016_Liverpool_Southampton,2015-2016,10,10/25/2015,,Liverpool,Southampton,1,1,D,0,0,D,A Marriner,15,8,2,3,10,7,8,11,1,0,0,1,02.05,3.6,3.8,,,,,,,,,,,,,1,1
2015-2016_Man United_Man City,2015-2016,10,10/25/2015,,Man United,Man City,0,0,D,0,0,D,M Clattenburg,6,6,1,1,6,4,17,13,2,2,0,0,2.6,3.5,2.8,,,,,,,,,,,,,1,1
2015-2016_Sunderland_Newcastle,2015-2016,10,10/25/2015,,Sunderland,Newcastle,3,0,H,1,0,H,R Madley,9,21,3,8,1,10,12,10,0,2,0,1,2.6,3.4,2.9,,,,,,,,,,,,,3,0
2015-2016_Chelsea_Liverpool,2015-2016,11,10/31/2015,,Chelsea,Liverpool,1,3,A,1,1,D,M Clattenburg,8,16,2,7,1,7,9,21,1,4,0,0,2.1,3.5,3.75,,,,,,,,,,,,,0,3
2015-2016_Crystal Palace_Man United,2015-2016,11,10/31/2015,,Crystal Palace,Man United,0,0,D,0,0,D,M Jones,10,5,5,1,7,3,12,15,3,3,0,0,3.8,3.5,2.1,,,,,,,,,,,,,1,1
2015-2016_Man City_Norwich,2015-2016,11,10/31/2015,,Man City,Norwich,2,1,H,0,0,D,R Madley,21,5,5,3,12,4,4,13,2,2,0,1,1.29,6.0,12.0,,,,,,,,,,,,,3,0
2015-2016_Newcastle_Stoke,2015-2016,11,10/31/2015,,Newcastle,Stoke,0,0,D,0,0,D,R East,15,9,6,2,11,4,6,16,1,3,0,0,2.4,3.4,3.2,,,,,,,,,,,,,1,1
2015-2016_Swansea_Arsenal,2015-2016,11,10/31/2015,,Swansea,Arsenal,0,3,A,0,0,D,K Friend,8,15,3,5,4,4,12,7,2,0,0,0,5.0,4.0,1.75,,,,,,,,,,,,,0,3
2015-2016_Watford_West Ham,2015-2016,11,10/31/2015,,Watford,West Ham,2,0,H,1,0,H,K Stroud,20,8,5,3,7,2,16,12,3,0,0,1,2.6,3.4,2.9,,,,,,,,,,,,,3,0
2015-2016_West Brom_Leicester,2015-2016,11,10/31/2015,,West Brom,Leicester,2,3,A,1,0,H,A Taylor,14,13,6,5,6,4,3,11,0,2,0,0,2.9,3.4,2.6,,,,,,,,,,,,,0,3
2015-2016_Everton_Sunderland,2015-2016,11,11/1/2015,,Everton,Sunderland,6,2,H,2,1,H,A Marriner,15,17,8,9,6,1,6,5,3,2,0,0,1.5,4.5,7.5,,,,,,,,,,,,,3,0
2015-2016_Southampton_Bournemouth,2015-2016,11,11/1/2015,,Southampton,Bournemouth,2,0,H,2,0,H,C Pawson,11,16,2,2,4,6,5,5,0,2,1,0,1.55,4.33,6.5,,,,,,,,,,,,,3,0
2015-2016_Tottenham_Aston Villa,2015-2016,11,11/2/2015,,Tottenham,Aston Villa,3,1,H,2,0,H,M Dean,17,13,6,2,4,3,6,15,0,3,0,0,1.44,4.75,8.0,,,,,,,,,,,,,3,0
2015-2016_Bournemouth_Newcastle,2015-2016,12,11/7/2015,,Bournemouth,Newcastle,0,1,A,0,1,A,L Mason,20,2,5,1,16,0,9,11,2,2,0,0,2.25,3.5,3.4,,,,,,,,,,,,,0,3
2015-2016_Leicester_Watford,2015-2016,12,11/7/2015,,Leicester,Watford,2,1,H,0,0,D,R East,12,8,6,4,4,2,10,10,0,1,0,0,1.85,3.8,4.5,,,,,,,,,,,,,3,0
2015-2016_Man United_West Brom,2015-2016,12,11/7/2015,,Man United,West Brom,2,0,H,0,0,D,M Dean,13,4,3,0,5,1,11,10,1,3,0,1,1.33,5.25,12.0,,,,,,,,,,,,,3,0
2015-2016_Norwich_Swansea,2015-2016,12,11/7/2015,,Norwich,Swansea,1,0,H,0,0,D,M Clattenburg,9,8,5,0,5,2,12,7,1,0,0,0,2.45,3.4,3.1,,,,,,,,,,,,,3,0
2015-2016_Stoke_Chelsea,2015-2016,12,11/7/2015,,Stoke,Chelsea,1,0,H,0,0,D,A Taylor,8,19,2,4,1,9,13,10,3,1,0,0,3.8,3.6,02.05,,,,,,,,,,,,,3,0
2015-2016_Sunderland_Southampton,2015-2016,12,11/7/2015,,Sunderland,Southampton,0,1,A,0,0,D,M Jones,9,11,3,4,10,11,3,7,1,3,0,0,4.75,3.8,1.8,,,,,,,,,,,,,0,3
2015-2016_West Ham_Everton,2015-2016,12,11/7/2015,,West Ham,Everton,1,1,D,1,1,D,P Tierney,16,13,5,4,3,5,11,12,1,2,0,0,2.6,3.5,2.8,,,,,,,,,,,,,1,1
2015-2016_Arsenal_Tottenham,2015-2016,12,11/8/2015,,Arsenal,Tottenham,1,1,D,0,1,A,M Atkinson,10,14,4,4,7,6,12,17,0,1,0,0,1.73,4.0,5.0,,,,,,,,,,,,,1,1
2015-2016_Aston Villa_Man City,2015-2016,12,11/8/2015,,Aston Villa,Man City,0,0,D,0,0,D,C Pawson,3,13,0,3,3,8,7,7,1,1,0,0,7.5,5.0,1.44,,,,,,,,,,,,,1,1
