MatchID,Season,MatchWeek,Date,Time,HomeTeam,AwayTeam,FullTimeHomeTeamGoals,FullTimeAwayTeamGoals,WIN,HalfTimeHomeTeamGoals,HalfTimeAwayTeamGoals,HalfTimeResult,Referee,HomeTeamShots,AwayTeamShots,HomeTeamShotsOnTarget,AwayTeamShotsOnTarget,HomeTeamCorners,AwayTeamCorners,HomeTeamFouls,AwayTeamFouls,HomeTeamYellowCards,AwayTeamYellowCards,HomeTeamRedCards,AwayTeamRedCards,H_BET,X_BET,A_BET,B365Over2.5Goals,B365Under2.5Goals,MarketMaxHomeTeam,MarketMaxDraw,MarketMaxAwayTeam,MarketAvgHomeTeam,MarketAvgDraw,MarketAvgAwayTeam,MarketMaxOver2.5Goals,MarketMaxUnder2.5Goals,MarketAvgOver2.5Goals,MarketAvgUnder2.5Goals,HomeTeamPoints,AwayTeamPoints
2016-2017_Leicester_Liverpool,2016-2017,26,2/27/2017,,Leicester,Liverpool,3,1,H,2,0,H,M Oliver,13,17,7,7,5,12,8,5,0,0,0,0,5.5,4.2,1.65,,,,,,,,,,,,,3,0
2016-2017_Leicester_Hull,2016-2017,27,3/4/2017,,Leicester,Hull,3,1,H,1,1,D,M Dean,17,10,5,4,10,4,12,13,1,1,0,0,1.85,3.6,4.75,,,,,,,,,,,,,3,0
2016-2017_Liverpool_Arsenal,2016-2017,27,3/4/2017,,Liverpool,Arsenal,3,1,H,2,0,H,R Madley,18,7,7,3,9,3,8,15,1,2,0,0,2.15,3.6,3.6,,,,,,,,,,,,,3,0
2016-2017_Man United_Bournemouth,2016-2017,27,3/4/2017,,Man United,Bournemouth,1,1,D,1,1,D,K Friend,20,3,7,1,15,2,9,11,3,2,0,1,1.25,6.5,15.0,,,,,,,,,,,,,1,1
2016-2017_Stoke_Middlesbrough,2016-2017,27,3/4/2017,,Stoke,Middlesbrough,2,0,H,2,0,H,C Pawson,13,8,8,2,6,1,16,20,1,2,0,0,1.95,3.4,4.5,,,,,,,,,,,,,3,0
2016-2017_Swansea_Burnley,2016-2017,27,3/4/2017,,Swansea,Burnley,3,2,H,1,1,D,A Taylor,23,6,10,4,9,2,7,13,2,2,0,0,2.0,3.5,4.2,,,,,,,,,,,,,3,0
2016-2017_Watford_Southampton,2016-2017,27,3/4/2017,,Watford,Southampton,3,4,A,1,2,A,J Moss,16,20,4,11,6,5,16,9,3,2,0,0,3.6,3.4,2.2,,,,,,,,,,,,,0,3
2016-2017_West Brom_Crystal Palace,2016-2017,27,3/4/2017,,West Brom,Crystal Palace,0,2,A,0,0,D,M Jones,11,10,1,4,5,5,8,12,0,1,0,0,2.2,3.3,3.8,,,,,,,,,,,,,0,3
2016-2017_Sunderland_Man City,2016-2017,27,3/5/2017,,Sunderland,Man City,0,2,A,0,1,A,M Atkinson,11,14,3,7,6,4,11,4,1,0,0,0,11.0,6.5,1.29,,,,,,,,,,,,,0,3
2016-2017_Tottenham_Everton,2016-2017,27,3/5/2017,,Tottenham,Everton,3,2,H,1,0,H,M Oliver,20,8,7,4,7,2,9,14,1,2,0,0,1.67,4.2,5.25,,,,,,,,,,,,,3,0
2016-2017_West Ham_Chelsea,2016-2017,27,3/6/2017,,West Ham,Chelsea,1,2,A,0,1,A,A Marriner,11,9,2,4,6,4,8,8,0,1,0,0,6.0,4.1,1.62,,,,,,,,,,,,,0,3
2016-2017_Man City_Stoke,2016-2017,27,3/8/2017,,Man City,Stoke,0,0,D,0,0,D,N Swarbrick,12,5,1,2,8,1,8,11,1,3,0,0,1.25,6.5,15.0,,,,,,,,,,,,,1,1
2016-2017_Bournemouth_West Ham,2016-2017,28,3/11/2017,,Bournemouth,West Ham,3,2,H,1,1,D,R Madley,21,15,9,7,5,6,20,15,4,2,0,0,2.6,3.5,2.8,,,,,,,,,,,,,3,0
2016-2017_Everton_West Brom,2016-2017,28,3/11/2017,,Everton,West Brom,3,0,H,2,0,H,G Scott,16,5,5,2,4,6,8,12,1,2,0,0,1.67,3.8,6.0,,,,,,,,,,,,,3,0
2016-2017_Hull_Swansea,2016-2017,28,3/11/2017,,Hull,Swansea,2,1,H,0,0,D,A Marriner,15,11,7,3,2,7,14,5,3,1,0,0,2.55,3.3,3.0,,,,,,,,,,,,,3,0
2016-2017_Liverpool_Burnley,2016-2017,28,3/12/2017,,Liverpool,Burnley,2,1,H,1,1,D,C Pawson,10,11,3,1,11,1,12,16,2,2,0,0,1.25,6.5,14.0,,,,,,,,,,,,,3,0
2016-2017_Bournemouth_Swansea,2016-2017,29,3/18/2017,,Bournemouth,Swansea,2,0,H,1,0,H,M Dean,12,10,6,1,2,4,10,9,0,2,0,0,2.15,3.5,3.6,,,,,,,,,,,,,3,0
2016-2017_Crystal Palace_Watford,2016-2017,29,3/18/2017,,Crystal Palace,Watford,1,0,H,0,0,D,M Atkinson,7,6,0,2,3,2,8,15,0,2,0,0,1.91,3.5,4.75,,,,,,,,,,,,,3,0
2016-2017_Everton_Hull,2016-2017,29,3/18/2017,,Everton,Hull,4,0,H,1,0,H,P Tierney,14,6,8,0,5,8,9,7,2,0,0,1,1.53,4.33,7.0,,,,,,,,,,,,,3,0
2016-2017_Stoke_Chelsea,2016-2017,29,3/18/2017,,Stoke,Chelsea,1,2,A,1,1,D,A Taylor,5,20,1,7,5,11,16,11,4,2,1,0,6.5,4.0,1.62,,,,,,,,,,,,,0,3
2016-2017_Sunderland_Burnley,2016-2017,29,3/18/2017,,Sunderland,Burnley,0,0,D,0,0,D,R Madley,14,17,5,3,3,5,14,7,2,1,0,0,2.55,3.3,3.0,,,,,,,,,,,,,1,1
2016-2017_West Brom_Arsenal,2016-2017,29,3/18/2017,,West Brom,Arsenal,3,1,H,1,1,D,N Swarbrick,12,11,8,2,4,5,5,6,1,0,0,0,5.25,4.0,1.73,,,,,,,,,,,,,3,0
2016-2017_West Ham_Leicester,2016-2017,29,3/18/2017,,West Ham,Leicester,2,3,A,1,3,A,R East,20,11,7,5,6,5,10,14,0,1,0,0,2.3,3.5,3.3,,,,,,,,,,,,,0,3
2016-2017_Man City_Liverpool,2016-2017,29,3/19/2017,,Man City,Liverpool,1,1,D,0,0,D,M Oliver,13,13,3,4,9,8,14,7,3,3,0,0,2.0,3.75,3.8,,,,,,,,,,,,,1,1
2016-2017_Middlesbrough_Man United,2016-2017,29,3/19/2017,,Middlesbrough,Man United,1,3,A,0,1,A,J Moss,10,14,3,6,8,3,9,8,1,1,0,0,6.0,3.7,1.7,,,,,,,,,,,,,0,3
2016-2017_Tottenham_Southampton,2016-2017,29,3/19/2017,,Tottenham,Southampton,2,1,H,2,0,H,A Marriner,12,8,6,3,5,1,12,13,3,3,0,0,1.73,3.8,5.5,,,,,,,,,,,,,3,0
2016-2017_Burnley_Tottenham,2016-2017,30,4/1/2017,,Burnley,Tottenham,0,2,A,0,0,D,S Attwell,13,19,2,7,3,7,9,6,2,0,0,0,5.75,3.8,1.7,,,,,,,,,,,,,0,3
2016-2017_Chelsea_Crystal Palace,2016-2017,30,4/1/2017,,Chelsea,Crystal Palace,1,2,A,1,2,A,C Pawson,24,8,11,3,9,3,12,14,3,2,0,0,1.3,5.75,12.0,,,,,,,,,,,,,0,3
2016-2017_Hull_West Ham,2016-2017,30,4/1/2017,,Hull,West Ham,2,1,H,0,1,A,M Jones,7,12,3,4,5,5,16,9,2,2,0,0,2.45,3.4,3.1,,,,,,,,,,,,,3,0
2016-2017_Leicester_Stoke,2016-2017,30,4/1/2017,,Leicester,Stoke,2,0,H,1,0,H,L Mason,23,10,10,2,10,4,7,11,1,4,0,0,02.05,3.5,4.0,,,,,,,,,,,,,3,0
2016-2017_Liverpool_Everton,2016-2017,30,4/1/2017,,Liverpool,Everton,3,1,H,2,1,H,A Taylor,10,9,6,4,2,3,17,10,1,3,0,0,1.73,3.9,5.25,,,,,,,,,,,,,3,0
2016-2017_Man United_West Brom,2016-2017,30,4/1/2017,,Man United,West Brom,0,0,D,0,0,D,M Dean,18,3,3,1,6,1,15,13,3,3,0,0,1.36,5.0,11.0,,,,,,,,,,,,,1,1
2016-2017_Southampton_Bournemouth,2016-2017,30,4/1/2017,,Southampton,Bournemouth,0,0,D,0,0,D,J Moss,14,12,4,3,6,3,14,8,1,0,0,0,1.65,4.0,6.0,,,,,,,,,,,,,1,1
2016-2017_Watford_Sunderland,2016-2017,30,4/1/2017,,Watford,Sunderland,1,0,H,0,0,D,L Probert,23,11,10,3,13,9,12,8,1,3,0,0,1.85,3.6,4.75,,,,,,,,,,,,,3,0
2016-2017_Arsenal_Man City,2016-2017,30,4/2/2017,,Arsenal,Man City,2,2,D,1,2,A,A Marriner,8,14,3,5,3,8,8,15,3,2,0,0,3.1,3.75,2.3,,,,,,,,,,,,,1,1
2016-2017_Swansea_Middlesbrough,2016-2017,30,4/2/2017,,Swansea,Middlesbrough,0,0,D,0,0,D,R Madley,15,8,3,1,11,3,9,16,2,3,0,0,2.0,3.4,4.33,,,,,,,,,,,,,1,1
2016-2017_Burnley_Stoke,2016-2017,31,4/4/2017,,Burnley,Stoke,1,0,H,0,0,D,K Friend,7,15,3,2,3,5,9,16,3,2,0,0,2.5,3.1,3.3,,,,,,,,,,,,,3,0
2016-2017_Leicester_Sunderland,2016-2017,31,4/4/2017,,Leicester,Sunderland,2,0,H,0,0,D,G Scott,19,15,8,3,5,6,12,13,0,1,0,0,1.45,4.5,8.5,,,,,,,,,,,,,3,0
2016-2017_Man United_Everton,2016-2017,31,4/4/2017,,Man United,Everton,1,1,D,0,1,A,N Swarbrick,18,11,3,4,6,5,10,18,1,4,0,1,1.57,4.2,6.5,,,,,,,,,,,,,1,1
2016-2017_Watford_West Brom,2016-2017,31,4/4/2017,,Watford,West Brom,2,0,H,1,0,H,P Tierney,9,18,2,2,5,6,11,14,1,4,1,0,2.5,3.2,3.2,,,,,,,,,,,,,3,0
2016-2017_Arsenal_West Ham,2016-2017,31,4/5/2017,,Arsenal,West Ham,3,0,H,0,0,D,M Atkinson,21,7,8,2,5,0,11,5,2,2,0,0,1.4,5.25,8.0,,,,,,,,,,,,,3,0
2016-2017_Chelsea_Man City,2016-2017,31,4/5/2017,,Chelsea,Man City,2,1,H,2,1,H,M Dean,10,17,4,7,2,9,10,14,1,3,0,0,2.4,3.5,3.1,,,,,,,,,,,,,3,0
2016-2017_Hull_Middlesbrough,2016-2017,31,4/5/2017,,Hull,Middlesbrough,4,2,H,3,2,H,M Oliver,17,12,5,4,8,4,13,12,2,1,0,0,02.05,3.3,4.2,,,,,,,,,,,,,3,0
2016-2017_Liverpool_Bournemouth,2016-2017,31,4/5/2017,,Liverpool,Bournemouth,2,2,D,1,1,D,L Mason,20,7,8,2,7,2,11,8,1,1,0,0,1.36,5.25,9.5,,,,,,,,,,,,,1,1
2016-2017_Southampton_Crystal Palace,2016-2017,31,4/5/2017,,Southampton,Crystal Palace,3,1,H,1,1,D,R East,25,17,9,3,11,11,16,11,2,1,0,0,1.83,3.7,4.75,,,,,,,,,,,,,3,0
2016-2017_Swansea_Tottenham,2016-2017,31,4/5/2017,,Swansea,Tottenham,1,3,A,1,0,H,J Moss,4,18,1,8,5,7,7,8,1,1,0,0,5.0,4.0,1.73,,,,,,,,,,,,,0,3
2016-2017_Bournemouth_Chelsea,2016-2017,32,4/8/2017,,Bournemouth,Chelsea,1,3,A,1,2,A,A Marriner,12,15,1,5,4,4,7,11,2,3,0,0,6.5,4.0,1.6,,,,,,,,,,,,,0,3
2016-2017_Man City_Hull,2016-2017,32,4/8/2017,,Man City,Hull,3,1,H,1,0,H,J Moss,23,6,7,1,7,3,6,8,0,2,0,0,1.2,7.5,17.0,,,,,,,,,,,,,3,0
2016-2017_Middlesbrough_Burnley,2016-2017,32,4/8/2017,,Middlesbrough,Burnley,0,0,D,0,0,D,M Atkinson,12,7,5,2,4,3,9,12,0,3,0,0,2.45,3.1,3.4,,,,,,,,,,,,,1,1
2016-2017_Stoke_Liverpool,2016-2017,32,4/8/2017,,Stoke,Liverpool,1,2,A,1,0,H,M Dean,9,14,4,4,5,8,7,11,0,2,0,0,4.0,3.75,1.95,,,,,,,,,,,,,0,3
2016-2017_Tottenham_Watford,2016-2017,32,4/8/2017,,Tottenham,Watford,4,0,H,3,0,H,A Taylor,19,8,6,2,7,5,12,12,0,1,0,0,1.25,6.5,15.0,,,,,,,,,,,,,3,0
2016-2017_West Brom_Southampton,2016-2017,32,4/8/2017,,West Brom,Southampton,0,1,A,0,1,A,C Kavanagh,17,10,6,3,7,3,12,12,2,2,0,0,3.0,3.3,2.55,,,,,,,,,,,,,0,3
2016-2017_West Ham_Swansea,2016-2017,32,4/8/2017,,West Ham,Swansea,1,0,H,1,0,H,K Friend,14,4,6,1,4,3,12,12,5,1,0,0,2.1,3.6,3.7,,,,,,,,,,,,,3,0
2016-2017_Everton_Leicester,2016-2017,32,4/9/2017,,Everton,Leicester,4,2,H,3,2,H,R Madley,12,6,7,4,4,6,8,15,2,2,0,0,1.75,3.9,5.0,,,,,,,,,,,,,3,0
2016-2017_Sunderland_Man United,2016-2017,32,4/9/2017,,Sunderland,Man United,0,3,A,0,1,A,C Pawson,9,18,4,9,4,5,14,20,1,5,1,0,10.0,5.25,1.36,,,,,,,,,,,,,0,3
2016-2017_Crystal Palace_Arsenal,2016-2017,32,4/10/2017,,Crystal Palace,Arsenal,3,0,H,1,0,H,M Oliver,17,11,6,3,5,8,11,10,0,1,0,0,4.5,3.9,1.83,,,,,,,,,,,,,3,0
2016-2017_Crystal Palace_Leicester,2016-2017,33,4/15/2017,,Crystal Palace,Leicester,2,2,D,0,1,A,M Dean,15,6,4,2,8,5,10,16,0,2,0,0,1.73,3.6,4.75,,,,,,,,,,,,,1,1
2016-2017_Everton_Burnley,2016-2017,33,4/15/2017,,Everton,Burnley,3,1,H,0,0,D,M Clattenburg,29,13,7,6,6,7,15,14,2,0,0,0,1.4,4.5,8.0,,,,,,,,,,,,,3,0
2016-2017_Southampton_Man City,2016-2017,33,4/15/2017,,Southampton,Man City,0,3,A,0,0,D,N Swarbrick,8,18,1,5,3,8,9,8,3,0,0,0,4.33,4.0,1.73,,,,,,,,,,,,,0,3
2016-2017_Stoke_Hull,2016-2017,33,4/15/2017,,Stoke,Hull,3,1,H,1,0,H,S Attwell,14,14,4,3,3,7,12,5,0,2,0,0,1.95,3.3,4.0,,,,,,,,,,,,,3,0
2016-2017_Sunderland_West Ham,2016-2017,33,4/15/2017,,Sunderland,West Ham,2,2,D,1,1,D,A Marriner,14,7,4,3,8,1,14,10,1,0,0,1,3.3,3.25,2.2,,,,,,,,,,,,,1,1
2016-2017_Tottenham_Bournemouth,2016-2017,33,4/15/2017,,Tottenham,Bournemouth,4,0,H,2,0,H,M Oliver,24,5,14,1,13,1,8,10,0,1,0,0,1.25,6.0,10.0,,,,,,,,,,,,,3,0
2016-2017_Watford_Swansea,2016-2017,33,4/15/2017,,Watford,Swansea,1,0,H,1,0,H,L Mason,15,13,7,4,6,2,8,13,0,0,0,0,2.4,3.3,2.9,,,,,,,,,,,,,3,0
2016-2017_Man United_Chelsea,2016-2017,33,4/16/2017,,Man United,Chelsea,2,0,H,1,0,H,R Madley,9,5,3,0,1,3,16,20,3,3,0,0,2.55,3.2,2.8,,,,,,,,,,,,,3,0
2016-2017_West Brom_Liverpool,2016-2017,33,4/16/2017,,West Brom,Liverpool,0,1,A,0,1,A,J Moss,7,15,2,2,4,4,15,9,3,1,0,0,4.0,3.8,1.8,,,,,,,,,,,,,0,3
2016-2017_Middlesbrough_Arsenal,2016-2017,33,4/17/2017,,Middlesbrough,Arsenal,1,2,A,0,1,A,A Taylor,13,12,5,4,2,4,11,16,2,2,0,0,7.0,4.0,1.5,,,,,,,,,,,,,0,3
2016-2017_Bournemouth_Middlesbrough,2016-2017,34,4/22/2017,,Bournemouth,Middlesbrough,4,0,H,2,0,H,G Scott,20,5,10,2,4,3,4,14,0,2,0,1,1.85,3.75,4.5,,,,,,,,,,,,,3,0
2016-2017_Hull_Watford,2016-2017,34,4/22/2017,,Hull,Watford,2,0,H,0,0,D,R Madley,8,13,3,2,4,7,10,11,3,1,1,0,1.91,3.7,4.33,,,,,,,,,,,,,3,0
2016-2017_Swansea_Stoke,2016-2017,34,4/22/2017,,Swansea,Stoke,2,0,H,1,0,H,M Oliver,10,9,6,3,11,4,5,14,2,2,0,0,2.2,3.4,3.6,,,,,,,,,,,,,3,0
2016-2017_West Ham_Everton,2016-2017,34,4/22/2017,,West Ham,Everton,0,0,D,0,0,D,R East,15,4,3,0,8,4,9,15,2,3,0,0,3.3,3.6,2.25,,,,,,,,,,,,,1,1
2016-2017_Burnley_Man United,2016-2017,34,4/23/2017,,Burnley,Man United,0,2,A,0,2,A,A Taylor,8,12,0,6,3,3,17,16,2,1,0,0,5.75,4.0,1.67,,,,,,,,,,,,,0,3
2016-2017_Liverpool_Crystal Palace,2016-2017,34,4/23/2017,,Liverpool,Crystal Palace,1,2,A,1,1,D,A Marriner,14,7,1,3,4,3,8,10,1,2,0,0,1.5,4.75,7.0,,,,,,,,,,,,,0,3
2016-2017_Chelsea_Southampton,2016-2017,34,4/25/2017,,Chelsea,Southampton,4,2,H,2,1,H,L Mason,17,12,7,4,6,7,13,9,2,2,0,0,1.45,4.6,8.5,,,,,,,,,,,,,3,0
2016-2017_Arsenal_Leicester,2016-2017,34,4/26/2017,,Arsenal,Leicester,1,0,H,0,0,D,M Jones,12,7,5,3,12,1,9,13,2,4,0,0,1.6,4.5,5.75,,,,,,,,,,,,,3,0
2016-2017_Crystal Palace_Tottenham,2016-2017,34,4/26/2017,,Crystal Palace,Tottenham,0,1,A,0,0,D,J Moss,6,18,1,4,2,11,13,15,3,3,0,0,5.5,4.2,1.65,,,,,,,,,,,,,0,3
2016-2017_Middlesbrough_Sunderland,2016-2017,34,4/26/2017,,Middlesbrough,Sunderland,1,0,H,1,0,H,M Dean,6,10,2,4,3,5,15,11,3,3,0,0,2.3,3.4,3.4,,,,,,,,,,,,,3,0
2016-2017_Man City_Man United,2016-2017,34,4/27/2017,,Man City,Man United,0,0,D,0,0,D,M Atkinson,19,3,6,1,7,4,10,8,1,0,0,1,1.91,3.75,4.2,,,,,,,,,,,,,1,1
2016-2017_Crystal Palace_Burnley,2016-2017,35,4/29/2017,,Crystal Palace,Burnley,0,2,A,0,1,A,R Madley,15,9,5,3,14,4,11,12,2,0,0,0,1.75,3.5,4.75,,,,,,,,,,,,,0,3
2016-2017_Southampton_Hull,2016-2017,35,4/29/2017,,Southampton,Hull,0,0,D,0,0,D,M Dean,11,9,2,1,6,6,9,13,0,3,0,0,1.6,3.75,5.75,,,,,,,,,,,,,1,1
2016-2017_Stoke_West Ham,2016-2017,35,4/29/2017,,Stoke,West Ham,0,0,D,0,0,D,L Probert,19,12,4,4,5,3,12,3,1,0,0,0,2.0,3.5,3.6,,,,,,,,,,,,,1,1
2016-2017_Sunderland_Bournemouth,2016-2017,35,4/29/2017,,Sunderland,Bournemouth,0,1,A,0,0,D,S Attwell,17,15,5,7,6,5,13,9,3,2,0,0,3.0,3.4,2.3,,,,,,,,,,,,,0,3
2016-2017_West Brom_Leicester,2016-2017,35,4/29/2017,,West Brom,Leicester,0,1,A,0,1,A,M Clattenburg,16,6,4,1,5,6,14,9,2,2,0,0,2.4,3.5,2.75,,,,,,,,,,,,,0,3
2016-2017_Everton_Chelsea,2016-2017,35,4/30/2017,,Everton,Chelsea,0,3,A,0,0,D,J Moss,12,11,4,5,2,4,13,11,3,4,0,0,3.5,3.6,2.0,,,,,,,,,,,,,0,3
2016-2017_Man United_Swansea,2016-2017,35,4/30/2017,,Man United,Swansea,1,1,D,1,0,H,N Swarbrick,12,12,6,4,5,2,11,13,2,2,0,0,1.36,4.75,8.0,,,,,,,,,,,,,1,1
2016-2017_Middlesbrough_Man City,2016-2017,35,4/30/2017,,Middlesbrough,Man City,2,2,D,1,0,H,K Friend,14,22,6,4,4,11,9,9,4,4,0,0,13.0,5.25,1.25,,,,,,,,,,,,,1,1
2016-2017_Tottenham_Arsenal,2016-2017,35,4/30/2017,,Tottenham,Arsenal,2,0,H,0,0,D,M Oliver,20,12,11,4,14,5,7,15,1,3,0,0,1.85,3.75,4.0,,,,,,,,,,,,,3,0
2016-2017_Watford_Liverpool,2016-2017,35,5/1/2017,,Watford,Liverpool,0,1,A,0,1,A,C Pawson,9,12,2,8,3,5,11,9,3,1,0,0,5.75,4.5,1.5,,,,,,,,,,,,,0,3
2016-2017_West Ham_Tottenham,2016-2017,36,5/5/2017,,West Ham,Tottenham,1,0,H,0,0,D,A Taylor,13,11,5,5,3,7,8,9,4,2,0,0,8.5,5.25,1.4,,,,,,,,,,,,,3,0
2016-2017_Bournemouth_Stoke,2016-2017,36,5/6/2017,,Bournemouth,Stoke,2,2,D,0,1,A,P Tierney,12,14,2,3,0,7,10,15,2,0,0,0,2.25,3.6,3.3,,,,,,,,,,,,,1,1
2016-2017_Burnley_West Brom,2016-2017,36,5/6/2017,,Burnley,West Brom,2,2,D,0,0,D,M Jones,14,11,4,3,5,8,9,14,1,3,0,0,2.25,3.3,3.6,,,,,,,,,,,,,1,1
2016-2017_Hull_Sunderland,2016-2017,36,5/6/2017,,Hull,Sunderland,0,2,A,0,0,D,N Swarbrick,16,12,6,5,7,4,10,8,3,1,0,0,1.44,4.75,8.0,,,,,,,,,,,,,0,3
2016-2017_Leicester_Watford,2016-2017,36,5/6/2017,,Leicester,Watford,3,0,H,1,0,H,R East,11,14,5,7,10,1,8,10,0,0,0,0,1.57,4.2,6.5,,,,,,,,,,,,,3,0
2016-2017_Man City_Crystal Palace,2016-2017,36,5/6/2017,,Man City,Crystal Palace,5,0,H,1,0,H,M Oliver,26,5,12,2,9,3,12,8,1,3,0,0,1.29,6.5,11.0,,,,,,,,,,,,,3,0
2016-2017_Swansea_Everton,2016-2017,36,5/6/2017,,Swansea,Everton,1,0,H,1,0,H,M Atkinson,9,8,4,2,9,5,5,13,0,0,0,0,2.8,3.5,2.63,,,,,,,,,,,,,3,0
2016-2017_Arsenal_Man United,2016-2017,36,5/7/2017,,Arsenal,Man United,2,0,H,0,0,D,A Marriner,9,10,4,4,5,9,14,10,1,0,0,0,1.91,3.7,4.33,,,,,,,,,,,,,3,0
2016-2017_Liverpool_Southampton,2016-2017,36,5/7/2017,,Liverpool,Southampton,0,0,D,0,0,D,R Madley,17,4,8,0,3,6,9,4,1,3,0,0,1.62,4.2,6.0,,,,,,,,,,,,,1,1
2016-2017_Chelsea_Middlesbrough,2016-2017,36,5/8/2017,,Chelsea,Middlesbrough,3,0,H,2,0,H,C Pawson,21,2,7,1,8,1,8,21,0,2,0,0,1.17,9.0,19.0,,,,,,,,,,,,,3,0
2016-2017_Southampton_Arsenal,2016-2017,36,5/10/2017,,Southampton,Arsenal,0,2,A,0,0,D,J Moss,14,11,3,4,8,5,5,5,1,2,0,0,3.6,3.8,02.05,,,,,,,,,,,,,0,3
2016-2017_Everton_Watford,2016-2017,37,5/12/2017,,Everton,Watford,1,0,H,0,0,D,K Friend,15,14,6,2,9,8,7,11,0,3,0,0,1.5,4.5,7.5,,,,,,,,,,,,,3,0
2016-2017_West Brom_Chelsea,2016-2017,37,5/12/2017,,West Brom,Chelsea,0,1,A,0,0,D,M Oliver,7,24,2,5,5,8,13,8,3,0,0,0,10.0,5.25,1.36,,,,,,,,,,,,,0,3
2016-2017_Bournemouth_Burnley,2016-2017,37,5/13/2017,,Bournemouth,Burnley,2,1,H,1,0,H,L Probert,18,14,6,3,7,1,6,11,0,1,0,0,1.91,3.75,4.2,,,,,,,,,,,,,3,0
2016-2017_Man City_Leicester,2016-2017,37,5/13/2017,,Man City,Leicester,2,1,H,2,1,H,R Madley,17,9,5,4,9,3,12,16,3,3,0,0,1.25,7.0,12.0,,,,,,,,,,,,,3,0
2016-2017_Middlesbrough_Southampton,2016-2017,37,5/13/2017,,Middlesbrough,Southampton,1,2,A,0,1,A,A Taylor,14,14,3,4,6,3,19,11,3,0,0,0,4.0,3.6,2.0,,,,,,,,,,,,,0,3
2016-2017_Stoke_Arsenal,2016-2017,37,5/13/2017,,Stoke,Arsenal,1,4,A,0,1,A,M Dean,10,10,4,6,7,6,13,7,1,2,0,0,4.75,4.1,1.75,,,,,,,,,,,,,0,3
2016-2017_Sunderland_Swansea,2016-2017,37,5/13/2017,,Sunderland,Swansea,0,2,A,0,2,A,A Marriner,13,3,4,3,8,4,13,6,4,0,0,0,4.2,3.8,1.91,,,,,,,,,,,,,0,3
2016-2017_Crystal Palace_Hull,2016-2017,37,5/14/2017,,Crystal Palace,Hull,4,0,H,2,0,H,M Atkinson,12,9,4,0,3,7,13,14,3,5,0,0,2.1,3.6,3.75,,,,,,,,,,,,,3,0
2016-2017_Tottenham_Man United,2016-2017,37,5/14/2017,,Tottenham,Man United,2,1,H,1,0,H,J Moss,14,8,7,2,8,3,14,15,1,2,0,0,1.73,3.9,5.25,,,,,,,,,,,,,3,0
2016-2017_West Ham_Liverpool,2016-2017,37,5/14/2017,,West Ham,Liverpool,0,4,A,0,1,A,N Swarbrick,10,26,3,11,4,6,5,10,2,0,0,0,5.25,4.0,1.7,,,,,,,,,,,,,0,3
2016-2017_Chelsea_Watford,2016-2017,37,5/15/2017,,Chelsea,Watford,4,3,H,2,1,H,L Mason,24,9,9,3,8,3,7,12,2,4,0,1,1.25,6.75,13.0,,,,,,,,,,,,,3,0
2016-2017_Arsenal_Sunderland,2016-2017,37,5/16/2017,,Arsenal,Sunderland,2,0,H,0,0,D,R East,36,6,13,2,17,3,15,10,4,2,0,0,01.09,13.0,29.0,,,,,,,,,,,,,3,0
2016-2017_Man City_West Brom,2016-2017,37,5/16/2017,,Man City,West Brom,3,1,H,2,0,H,C Pawson,21,5,10,2,7,1,8,11,1,2,0,0,1.14,9.0,23.0,,,,,,,,,,,,,3,0
2016-2017_Southampton_Man United,2016-2017,37,5/17/2017,,Southampton,Man United,0,0,D,0,0,D,M Dean,17,11,6,1,7,3,7,10,2,1,0,0,2.75,3.3,2.8,,,,,,,,,,,,,1,1
2016-2017_Leicester_Tottenham,2016-2017,37,5/18/2017,,Leicester,Tottenham,1,6,A,0,2,A,M Oliver,12,26,5,12,4,4,11,8,3,1,0,0,4.5,3.8,1.85,,,,,,,,,,,,,0,3
2016-2017_Arsenal_Everton,2016-2017,38,5/21/2017,,Arsenal,Everton,3,1,H,2,0,H,M Oliver,17,22,9,7,4,6,10,15,2,4,1,0,1.45,5.0,7.5,,,,,,,,,,,,,3,0
2016-2017_Burnley_West Ham,2016-2017,38,5/21/2017,,Burnley,West Ham,1,2,A,1,1,D,R Madley,9,14,1,4,2,5,11,14,2,2,0,0,2.45,3.5,3.0,,,,,,,,,,,,,0,3
2016-2017_Chelsea_Sunderland,2016-2017,38,5/21/2017,,Chelsea,Sunderland,5,1,H,1,1,D,N Swarbrick,28,7,8,3,11,1,8,15,1,1,0,0,1.14,9.0,23.0,,,,,,,,,,,,,3,0
2016-2017_Hull_Tottenham,2016-2017,38,5/21/2017,,Hull,Tottenham,1,7,A,0,3,A,A Marriner,10,19,4,14,2,3,14,5,0,0,0,0,7.0,4.75,1.5,,,,,,,,,,,,,0,3
2016-2017_Leicester_Bournemouth,2016-2017,38,5/21/2017,,Leicester,Bournemouth,1,1,D,0,1,A,l Mason,21,10,5,4,9,1,11,10,4,1,0,0,2.0,3.6,4.0,,,,,,,,,,,,,1,1
2016-2017_Liverpool_Middlesbrough,2016-2017,38,5/21/2017,,Liverpool,Middlesbrough,3,0,H,1,0,H,M Atkinson,25,9,10,3,3,3,13,8,0,1,0,0,1.14,9.0,23.0,,,,,,,,,,,,,3,0
